Tweet,Search,Document
Thank you to the Sentinel for the article about Christian’s appointment to the US Air Force Academy! #ProudParents ????????????,USAF,350
"When 9 y/o Charlie heard #USAF Capt. Hunter Barnhill was in town competing in #WarriorGames, she had to meet him! She was diagnosed w/ brain cancer at 3 months old. He was diagnosed a year ago. The pair instantly bonded through their experiences and shared faith. #WitnessIt",USAF,351
When did you serve again??? Louder please I Cant hear you??? See I lost 50% of my hearing serving in the USAF...So please tell me again about your service? Btw Trump family has ZERO VETS...ZERO... ,USAF,352
The #B1Lancer carries the largest conventional payload of both guided & unguided weapons in the #USAF. Check out how they were used to support Exercise Baltic Operations. ,USAF,353
You may remember Meredith from an earlier chapter in the civil rights struggle: His efforts to be admitted to the Univ. of Mississippi in 1962. The school accepted him - then revoked his admission after learning the USAF veteran was black. The Kennedy admin. sent in U.S Marshals,USAF,354
Send birthday wishes & gratitude to this WWII Fighter Pilot who flew over 50 missions in a P-38. ??More info click here: (Great end of year project for students - please share!) #GreatestGeneration #WWII #USAF ????,USAF,355
"Travis AFB flight engineer hits 10,000 flight-hour mark! Sgt. Scott Dillinger is one of ONLY four flight engineers in the USAF to accomplish this. What inspired him to keep going at 6 tonight on @CBSSacramento",USAF,356
3rd birthday in karachi.. #SameTable #SamePlace #SamePeople #BFF ???Thankyou Safdar Bhatti and Neelum Usaf for making my day so special. ??,USAF,357
#BreakingNews: @usairforce transfers #cyber responsibility from @AFSpace to @USAF_ACC Read more:,USAF,358
"#BREAKING: @usairforce transfers cyber responsibilities from @AFSpace to #ACC, starting this summer. For more info: ",USAF,359
"""The legacy model of career politicians representing us in Washington, DC isn't working. That's why I support Dan Helmer's candidacy... I think we need more people like Dan representing us."" Proud to have the endorsement of Brigadier General Jeff Cashman, USAF (retired). #VA10",USAF,360
"Bro. Charles Thomas (SPR04) earned his second masters degree, Master of Military Operational Art & Science from Air Command and Staff College (USAF). He will move to England to work in Joint Special Operations Air Component in Europe as the Director of Strategy and Plans. ‘06! ",USAF,361
"The Lockheed U-2, nicknamed ""Dragon Lady"", is an American single-jet engine, ultra-high altitude reconnaissance aircraft operated by the United States Air Force (USAF) and previously flown by the Central Intelligence Agency (CIA). ",USAF,362
"Born #OTD 06 June 1929, Marlon D. Green. After 9 yrs of service in the USAF (1948-1957), he sought employment as a pilot with a commercial airline. Any airline. 600 job applications did not produce a job. The reason? The color of his skin. 7-year court battle. #SCOTUS victory.",USAF,363
"Happy Birthday to Col. (R) David R. Scott USAF, West Point Class of 1954, one of only 12 people who have walked on the Moon. #LongGrayLine",USAF,364
This just resets back to situation of 15 years ago. @usairforce Info Ops/Cyber mission started w/ Air Intelligence Agency (now 25th AF) until that chopped to @USAF_ACC in 2001 then to @AFSpace in 2009. Now recombined with Cyber (24th AF) back w/ ACC. Yay progress!,USAF,365
This is awesome person to follow????@LindaWarriorGal ????She spills truth bombs like an USAF brat should. Let’s make her voice heard and give her a follow ????,USAF,366
The @Eagles are champions. They earned our nation’s respect and like all Americans they have a right to speak their minds. In the USAF I saw the sacrifices needed and too often made to guarantee that right. Protesting isn’t un-American; silencing protest is. ,USAF,367
Now: USAF B-52H's DIPLO01 & 02 are passing directly overhead the disputed Spratly Islands in the South China Sea while en-route to Andersen from Diego Garcia!,USAF,368
Did someone order some freedom? French Air Force Mirage 2000-5F fighters conduct close air support training with USAF & US Army JTACs in Djibouti. ,USAF,369
@POTUS I am a retired USAF veteran and I am embarrassed that you represent my country. Canceling the Super Bowl Champion Eagles visit has nothing to do with the Anthem. You didn’t want to be embarrassed because only a few Eagles wanted to risk being seen with you. #FlyEaglesFly,USAF,370
Thank you lord for changing my life around for the better... USAF???? ,USAF,371
.@USAF_ACC & @AirMobilityCmd #Airmen collaborate to find innovative ways to improve execution of their respective missions during an exercise.,USAF,372
USAF C-130 flying over Pointe du Hoc. On #DDay the @USArmy Ranger Assault Group assaulted and captured Pointe du Hoc after scaling the cliffs. #Normandy #DDay74 @usairforce,USAF,373
Service comes in all forms. @goldenlily2017 @Sarah_SKG_1983 @usaf_ave @DoggieTherapy @BethHMcLeod #therapydog,USAF,374
"It pains me to share this true story: My best friend is Indian-American. A white woman behind him in a Walmart checkout said “go home, you’re stealing American jobs”. This is Trump’s f??cking legacy!! #Impeach45",USAF,375
Fact: West Virginia is 93%White. #TN is 77%White. #AL is 72.5% White. That’s a lot of Federal CHIP & Federal Aid $$$ going to those white families in Red states. #WhosGettingTheMoney,USAF,376
"Beyond proud of my husband, my daughters’ father, my best friend, and my USAF Airman. ",USAF,377
The US Air Force has canceled a $24 million contract for new refrigerators for President Donald Trump's presidential jet ,USAF,378
My son - a jersey kid- graduates today from training in the F-16 with the “Lonestar Gunfighters”. A bunch of really cool cowboys. Thank you Texas! Best trained Air Force in the world. @US Air Force Academy (Official) Next stop? Korea,USAF,379
update: your girl just swore in to be a cryptologic linguist for the us air force ??,USAF,380
"The US Air Force is buying 200 B-21 Raider stealth bombers from Northrop Grumman at $550M each, able to deliver both conventional & thermonuclear weapons. Meanwhile, 40% of Americans having a hard time making basic food and rent costs. This is wrong on so many levels. #dirtymoney",USAF,381
The US Air Force flew a specially painted A-10 over Normandy to mark 74 years since D-Day ,USAF,382
NEW: US Air Force cancels $24 million order for Air Force One refrigerators. Story w/ @rabrowne75 to come.,USAF,383
"Excited to announce that my service academy nominees are Charleen Mei Lazaro Muyot & Patrick McDermott for US Air Force Academy, John “Jack” Murray for US Naval Academy, Antonius Wells for US Naval Academy Preparatory School, & Dora Zoeller for US Military Academy at West Point. ",USAF,384
US Air Force to the rescue in Guatemala???? ,USAF,385
he US air force had to stop bombing raids because they ran out of targets i.e. multi-storey buildings ,USAF,386
"A US Air Force Lieutenant is held captive by a young North Vietnamese girl soldier, 1967. ",USAF,387
The US Air Force has canceled a $24 million contract for new refrigerators for President Trump's presidential jet ,USAF,388
Ellie Beaulieu receiving her appointment to the US Air Force Academy. She is making ESM proud! ,USAF,389
Congratulations go out to our own Jason Kroslowitz! He just announced that he has committed to play D1 Lacrosse for the US Air Force Academy! Go Falcons! @JasonKroslowitz,USAF,390
#ChangeMaker: Nicole Malachowski: Unfit for Duty from Debilitating #Tick-Borne Disease ,USAF,391
"Captain & Jack Need a Foster! REPEAT! Captain & Jack Need a Foster! Their mommy is about to deploy with the US Air Force! Currently in NE & great with kids, cats and other dogs! Today is #NationalRepeatDay, so please REPEAT with your RETWEET! :) #foster #usa #airforce #dogs",USAF,392
Proud of my son US Air Force MSGT. Edwin O. Lopez . Bataan death road march . Texas 2018 . ??????????#GodBlessAmerica #realDonaldTrump #TeamErinCruz #ErinCruzUSSenateCA #MAGA2018 #KAG2018 #RedTsunami2018,USAF,393
Former Spud Bryan Becker graduated from MHS in 2003. After graduation he earned an undergraduate degree from @AF_Falcons and an MBA from @ColoradoStateU. Bryan is currently a Major serving in the US Air Force #SpudRoleModel,USAF,394
"U.S. Air Force cancels $24 million contract for two new refrigerators on Air Force One, looking at more affordable options after the seemingly excessive cost drew complaints from Congress. ",USAF,395
"During a closed door discussion at FEMA, Donald Trump said: ""We saved $1.6 billion on Air Force One. Can you believe it? I got involved in the negotiations” Military officials have not been able to explain where Donald Trump got that figure",USAF,396
Join me in cheering on our wounded warriors as they go for the gold at this year’s DoD Warrior Games at the Air Force Academy! Games end Saturday,USAF,397
After 6 long months I officially got booked a job in The United States Air Force and I ship out on June 26th 2018. ??,USAF,398
Insight into how urgently the U.S. Air Force wants to field a hypersonic strike weapon has emerged even as Lockheed Martin officially acknowledges the April award of a potential $928 million contract to develop the air-launched missile ??,USAF,399
Timeout.. so the new Captain Marvel movie has a flashback scene where she goes through and graduates from the Airforce Academy (My school) and apparently they shot scenes here recently and didn’t tell anyone???? I’ve never been so hurt in my life smh,USAF,400
"The US military says more than 70 senior Taliban leaders were killed in Afghanistan from May 17-26 using four High Mobility Rocket System rockets, USAF A-10s and an MQ-iC Gray Eagle (un-manned combat air vehicle)",USAF,401
I remember a USAF general telling me - eight years ago - that the Afghans would be able to fly their own helicopters by....2016 ,USAF,402
"Tonight on GM Defense: @Colby_Hochmuth reports on the proposed 'Space Corps.' Plus: Lt. Gen. Dana Atkins, USAF (Ret.), President & CEO of @MilitaryOfficer on NDAA provisions and @LeoShane & @jacqklimas are on the #PentagonBeat. 8 and 11 on @NewsChannel8",USAF,403
"What an honor to meet General James Clapper last night in Chicago. General Clapper, a Vietnam Vet, 4-star USAF General, and is the embodiment of bravery, patriotism, Intelligence and humanity itself. All attributes MISSING in the Trump CRIME FAMILY and ADMINISTRATION. ",USAF,404
#CheckItOut: An F-16 flying without a pilot!? You better believe it! Watch the full @AirmanMagazine video via #Facebook here: ,USAF,405
USAF KC-10 CLEAN91 85-0028 just gone overhead also along with 3 A-10 Warthogs (only 2 visible in the photo) @CivMilAir @planesonthenet,USAF,406
"This lovely gentleman, a graduate of USAF, then Yale, now he’s on his way to Cambridge, and shows that Personal Responsibility goes far more in life, then plain old “Woe is me..” He credits his success to Conservative thinking!! ",USAF,407
Good Morning Okinawa Protesters . Let's supplement the water today because it is hot.?Do not use ambulances easily.?This is the doll Protester made. #USMC #USAF #HENOKO #FUTENMA #MCAS,USAF,408
"Happy that our Troops can enjoy just a little bit of humor , in #Iraq & #Afghanistan ??@USMC @USNavy @USArmy @USAF @USCG ????",USAF,409
"In all seriousness though, ""Top Gun"" has already had a huge effect on our military, at least on the recruitment side. I remember at AFA last year, a *USAF* general was saying they saw more people joining because of Top Gun. Apparently people did not realize it was the Navy",USAF,410
U.S. Personnel Recovery and Combat Air Force assets from around the country convened at @DMAFB for the first execution of Red Flag-Rescue May 5-19. The joint-force #exercise provides realistic combat rescue training. Read more here:,USAF,411
"If you served honorably in uniform for the United States in the: #USArmy #USNavy #USAF #USMC #USCG AND you support @POTUS , you're a #MAGAveteran! Please consider adding #MAGAveteran to your twitter bio or twitter name to show our massive numbers! #RETWEET this so others see it",USAF,412
"#ThursdayThoughts: ""I didn't give up on myself. I didn't give up on the people around me."" Meet A1C John, an #Airman from the 432nd ACMS @Creech_AFB, who will be competing in this year's @warriorgames! Read his story here: ",USAF,413
"#Cyberspace is constantly growing - even taking us to #space, the #finalfrontier. It's also constantly under attack, and today's defenses aren't enough for tomorrow's challenges. The #USAF calls for higher standards. ",USAF,414
"On this date in 1971, the Mariner 9 space probe was launched to study Mars. It arrived at the planet 4 1/2 months later. Upon arrival, it found a huge dust storm encompassing the planet's atmosphere. Within a year, it would scan 85% of the planet's surface. Images: NASA & USAF. ",USAF,415
My team and I are excited and look forward to showcasing our Threat Information Protection and Suspicion Indicators Recognition & Assessment systems to enhance #security of #USAF bases. #rozinsecurity #tips #sira,USAF,416
"good morning Harry have a wonderful day! ????????A Boeing KC-135Q Stratotanker refueling an Lockheed SR-71 credit Ken Hackman, USAF ",USAF,417
"""Being able to take care of some of the most deserving men & women of our military, our partner forces & civilians who are caught in the way... I wouldn't trade the opportunity to do this job for anything,"" Farber said. Ladies & gentlemen, these are your #USAF #AirCommandos",USAF,418
USAF won't get any new A-10 wings for a decade and that's bad news for the Warthog:,USAF,419
"USAF Veteran, National Guard Member Reported Missing After Searching For Cat During Ellicott City Flash Flood!",USAF,420
Not to be a debbie downer but on may 13th of 2001 I tried to take my life for the 2rd time ..The USAF was no help ..in may of next year I called for help and Medicaid funded Centerstone saved my life. The next month I met Mrs Chalky I was broke and homeless. Vets can he saved ,USAF,421
A Bomber crew with their B-17 Flying Fortress. Image @I_W_M #WWII #WW2 #USAAF #SWW #USAF #boeing #B17 #flyingfortress #MemorialDay #MemorialDay2018 #thegreatestgeneration,USAF,422
TFW two USAF Fighters fly over your house so low your windows shake???????????? #MemorialDay18 #ThisJustHappened,USAF,423
"You have my gratitude! To every member of our armed services, soldiers of all genders, races, religions (and their families), who sacrificed in defense of my rights. I thank you all. #MemorialDay #ArmedForcesDay #USAF #USMC #USNavy #USArmy",USAF,424
Thank you Veterans for your service and protection. And I thank you husband you will never be forgotten. USAF Veteran proudly you're family stands. #MemorialDay #MAGA #FreeTommy,USAF,425
"USAF Veteran, National Guard Member Reported Missing After Searching For Cat During Ellicott City Flash Flood! A member of the community alert the group her cat was missing and a group of men went to check nearby parking lot. ",USAF,426
Happy Memorial Day to all as we celebrate the lives of those who have made the ultimate sacrifice. My Grandfather Luke (on left) in 1952 in North Korea (of all places) with Bob Hope running security for the base at the USO Christmas celebration! He retired USAF. ,USAF,427
"This Memorial Day, we're thankful for those who've served, for honor & sacrifice, to have a USAF veteran leading our team, AND to be featured in this article written by Dr. Josh Cotton @BitcoinCensus. Share it with thanks to our #veterans. #blockchain",USAF,428
"This is my father, Merrill. He carried shrapnel from serving our country in the USAF during the Vietnam War until the day he died in 2015. I miss him every day. He was a proud veteran, a gentle man, and while he did not die in combat, I am moved to recognize him this day. ",USAF,429
"Remembering my brother, US Navy LTJG Robert E. (Bob) Rasmussen on this Memorial Day 2018. We attended the same schools from 1st grade thru DePauw Univ. ('54 & '58) after which I went into the USAF & he the Navy. Bob died April 11, 1961 during the Vietnam War. Never forget!",USAF,430
"Honoring our fallen patriots and their families. Lost my Dad, USAF MSgt Harold Sullivan, when I was 15. Served 10 years myself. Now my son is a US Army 2LT. Special day for our family. Thank you to all those who have served and especially those who made the ultimate sacrifice.",USAF,431
"On #MemorialDay, we remember those who have given their lives in service to the nation, including USAF Captain and NASA Astronaut Theodore C. Freeman, who was the first of the NASA astronaut class to die while serving: ",USAF,432
"My uncle Paul Lattin is burried in the Veteran's Cemetery in Santa Fe NM. Col, USAF. ",USAF,433
Not a U-2 not landing at Akrotiri... #usaf #u2 #doublenegative #denyeverything #aviation #avgeek #captureasecond #cyprus,USAF,434
Please pray for our troops who remain in harm's way ??????#SOT #USArmy #USNavy #USMC #USAF #USCG #FamiliesServe2 #HonoredValor #PrayerWarriors #NeverForgotten ??????????,USAF,435
USAF strategic HF radio traffic noted. Three messages. They usually show up in threes.,USAF,436
"From Ghana to America, from a @USNavy sailor to future #Airman, this #USAF cadet proves he can navigate any obstacles before him.",USAF,437
"70 years ago, @CivilAirPatrol became an official auxiliary of the @usairforce. Since then, CAP volunteers have joined members of the active #USAF, @GoAirGuard & @USAFReserve as strategic partners in our #TotalForce, performing vital missions whenever & wherever called upon!",USAF,438
"#OTD In 1948, President Harry S. Truman signed H.R. 5298, making it Public Law 80-557, establishing the @CivilAirPatrol as the civilian auxiliary of the #USAF. #TotalForce #70thAnniversary",USAF,439
Thanks to all the veterans and active duty service members sacrificing everything to protect our freedoms and way of life. Words cannot express my gratitude! #Veterans #USMC #NAVY #ARMY #USCG #USAF #CIA #FBI ,USAF,440
Contact with Nordic Alien in USAF Uniform whose Spacecraft was Photographed ,USAF,441
"To all those military personnel and their families who have made the ultimate sacrifice, we remember you this #MemorialDayWeekend. For all those who have served and continue to serve in our armed forces, we are thankful for you. To my Dad, I love you. #USAF ",USAF,442
"Actor Tom Cruise prompted a good-natured Twitter spat between the US Air Force and Navy after posting a photo celebrating the planned sequel to the iconic 1986 film ""Top Gun"" ",USAF,443
The US Air Force's F-22 stealth fighter is still king ,USAF,444
The US Air Force's F-22 is renowned for its radar-evading tech and superior maneuverability ,USAF,445
"Today we remember all those who made the Supreme Sacrifice in service to our country, including @usairforce Master Sgt and FDNY Lt. Christopher Raguso; and US Air Force Major and FDNY Fire Marshal Christopher “Tripp” Zanetis; who were two of five service members killed on 3/15 ",USAF,446
"Tom Cruise sparks a ""Top Gun"" feud between the US Air Force and the Navy ",USAF,447
"In Trump's America this past week: -More than 200 swastikas appeared in a cemetery -Florida man threatened to blow up a Muslim's house of worship -A US Air Force veteran & Korean-American was attacked on a plane for being ""Chinese"" -Muslim students attacked in a McDonalds",USAF,448
A man diagnosed with HIV while he was in the US Air Force Academy filed a lawsuit today accusing the military of unlawfully denying him a commission and kicking him out because of his status ,USAF,449
"US has the most powerful air force in the World; but somebody pointed out that China also has more targets than the US air force has bombs. China has 1.4 billion people. Manufacturing 1.4 billion bullets alone, is not beans.",USAF,450
Guess who is getting ready for your #Indy500 flyover this weekend?!? #Stealthbomber #AFFlyover #USAF @IndyCar @IMS,USAF,451
"Two Eurocopter EC725s prepare to conduct Helo Air-to-Air Refueling with a USAF HC-130J assigned to the 352nd SOW over the coast of #France during exercise #DarkDune 18, in April. The US / French #SOF exercise covered HAAR to Static and Military Free Fall airborne operations:",USAF,452
It's a great day for the @99ABWCC Change of Command Ceremony! #ACC #USAF #AmericasCoolestCommand,USAF,453
"@USAF_ACC officials announced the 366th Fighter Wing at Mountain Home AFB, #Idaho, will test a new wing organizational structure. ",USAF,454
Integrity is an extremely important core value in the USAF. Trust is paramount when serving next to your brothers & sisters in arms. Nothing pisses me off more than seeing this Grifter & Thief lying everyday to the American people. He has no honor or moral compass. #LIEGATE,USAF,455
"I am so proud to share stories of the athletes representing the #USAF at the @warriorgames! ""The power of what we do & the capability that we can bring, still & continue to crash those barriers on a daily basis - that's the power of the Games."" - MSgt Ben Seekell, @JBSALackland",USAF,456
Welcome to the ice...I mean Nellis AFB the new @99ABWCC Colonel Cavan K. Craddock #USAF #ACC #VegasBornSince1941??,USAF,457
I would like to say Military deaths/suicides should never be about partisans. Weather they're republican supporters or democrats. I served with plenty from both sides and I did it proudly. Everyone on both sides needs to understand that. #USMC #USArmy #USNavy #USAF #Bipartisan,USAF,458
"""A @ulalaunch #DeltaII booster arrives at @NASA's Building 836, the Spacecraft Labs Telemetry Station at Vandenberg Air Force Base in California."" This booster will launch the #ICESat2 mission on Sept. 12, 2018. Photos: NASA/Randy Beaudoin & USAF 30th Space Wing/Vanessa Val ",USAF,459
Disgusted with my Rep @pzelt and can't wait to vote for @NikkiFoster2018 She is a USAF pilot and mom who wants #gunsense for her child and all OH's kids. @WarrenCoDemsOH @ButlerDemocrats @OHDems @OhioBATs @lesleykrimp,USAF,460
Looking forward to meeting all the #USAF athletes competing in #warriorgames this year! Adaptive sports like those offered by @AFW2 can help wounded warriors regain confidence & purpose. The @warriorgames are a way to celebrate their efforts & commitment to healing.,USAF,461
Hey General Thomas -- and your bosses at @CENTCOM @USMC @USAF @USArmy @USNavy -- I'm a daughter of veterans and the niece of veterans. I'm also a reporter. Kill reporter jokes are not OK #America #SOFIC2018 #SOFIC,USAF,462
"One of my greatest accomplishments was serving in the USAF. I learned so much and it helped me to grow up and be responsible. But my greatest achievement was be dad/father to three kids who I love without condition. They make me proud, really proud! #realtalk #TeamWD",USAF,463
A Space Force is necessary - but I'd do it differently - I'd take NASA and space elements of the USAF and turn them into the force and put the rest of the Air Force (air breathers) back into the Army where it should be...,USAF,464
Here’s something we couldn’t miss yesterday @ChinookDisplay ??The first @usairforce C-17A Globemaster to land at @RAFCGY ??#FixedWingFriends #USAF ,USAF,465
"On Wednesday 1000 #USAFA Cadets will graduate, joining the ranks of the USAF as the newest 2Lts. Four years ago most of them were graduating from high school and now some of them will be heading to pilot training, cyber ops or space ops. #MondayMotivaton",USAF,466
"Thanks to a grant from @BISSELLPets now 11 year-old Molly is getting help for her Cushing's Disease + bladder tumors. Her #USAF dad Bruce is grateful, and so are we! #beapetshero #pethealth",USAF,467
USAF tested Virtual Research's Flight Helmet and VR4. The VRFH weighed almost 4lbs. Both models had two 240x120 pixel color LCDs. ,USAF,468
I am humble and excited to finally announce that I will be doing something I’ve always wanted to do. I’ve been working hard for months and kept it hidden from my family and friends. I will be part of the USAF and I couldn’t be more proud. For those I love I will sacrifice!????,USAF,469
I wish someone would explain to MAGA Trolls that serving in the greatest Air Force in the world is honorable. Kinda getting tired of all the Hate from the right against the USAF. Do you not realize we contribute greatly to the security of this great nation? ???????,USAF,470
Honored to meet with AG Ed Meese. I introduced him to the USAF Academy Cadet Corp 30 years ago. He was thrilled that I am running for the US Senate. #MoSen #MAGA,USAF,471
America is sending their heartfelt gratitude to all serving our great???????? ????We Honor You-We Salute You-We Love You-We Pray for You ????God Bless You & Your Loved Ones & Thank You from the Depth of my?? #ARMY #NAVY #USMC #USAF #USCG #ArmedForcesDay #RNRKentucky,USAF,472
"Thanks to my family, AF Prep coaches, Faculty, AF Officers, Chaplin and my lord and savior Jesus Christ for helping me through the last 10 months to earn an appointment to the @AF_Academy where I will proudly serve my country as an USAF officer and I WILL TACKLE Quarter Backs USA ",USAF,473
What a crazy day @IMS ! Such an honor to talk with @VP and have him visit @ConorDaly22 garage with the USAF team. He even signed Conor’s banner! Of course I presented him with a sticker!! ,USAF,474
BREAKING: US Air Force records show airmen entrusted with guarding nuclear missiles used the hallucinogen LSD.,USAF,475
"In a nutshell, Syrian army trying to annihilate ISIS in eastern #Syria, US Air Force trying to protect them. Because “ISIS” is the only credible reason for US to be near All That Syrian Oil. ",USAF,476
"Declassified US Air Force intelligence docs, released under freedom-of-information act, reveal that military personal who contact Julian Assange risk being charged with ""communicating with the enemy"", a military crime that carries a maximum sentence of death. Nice @gop ????",USAF,477
"US Air Force: T-38C Talon II training jet crashed in remote area near Columbus Air Force Base in Mississippi, but ""both pilots ejected from the aircraft safely.""",USAF,478
"This is wild - US Air Force servicemen entrusted with guarding nuclear missiles at a secure base in Wyoming bought, distributed and used LSD, leaving them paranoid and 'marvelling at the vibrant colours'. ",USAF,479
US Air Force acting as ISIS air force again in Syria. ,USAF,480
Restored World War II bomber Memphis Belle is unveiled at the US Air Force museum ,USAF,481
Blessed to receive an offer from the US Air Force Academy #LetsFly,USAF,482
Did you hear the Thunderbirds overhead this morning? We're just two days away from their performance at the US Air Force Academy graduation! ,USAF,483
US Air Force personnel (or any military personnel) using LSD gives me hope for future reduction in tensions & need for military. ,USAF,484
"The US Air Force faces disturbing allegations after records show airmen guarding nuclear missiles used a hallucinogenic drug. @MarcelKCTV5 breaks down the newly released information, coming up on @KCTV5",USAF,485
US official getting bribe in Afghanistan to be sentenced: By Lalit K Jha on 23 May 2018 WASHINGTON (Pajhwok): A former US Air Force staff sergeant on Tuesday pleaded guilty to seeking and receiving a bribe from an Afghan contractor while serving in… ,USAF,486
"The so-called #American coalition in #Syria: #ISIS on the ground, #US Air Force in the air. This is the truth. The rest is trash. #FromSyria",USAF,487
"#Syrian Military Source: In its support of #ISIS, #US air force launches airstrikes against the positions of the #SyrianArmy southeast of #DeirEzzor at dawn today #FromSyria",USAF,488
Extremely grateful to say I’ve received an offer from the US Air Force Academy! Thank you @Brian_Knorr and coaches for the opportunity!????,USAF,489
US Defense Secretary Jim Mattis tells #US Air Force grads that ''they will see action soon'' and ''they will be expected to win every fight.'',USAF,490
"The Deep State should well remember Pres Trump happens to have the US Marine Corps, The US Navy, The US Army, The US Air Force, many loyal Senators, Congressmen, CIA, FBI, The National Guard (In most states) and a hell of a lot of us that have his back.",USAF,491
"Anthony Hill’s Resume: — Vet of US Air Force — Served in Afghanistan — Suffered PTSD from his service — Killed by Robert Olsen, Dekalb Police For Kaepernick critics who claim he “disrespected the military”, we look forward to you joining fight to get justice for #AnthonyHill",USAF,492
"#Syria Another criminal act of #US Air Force targeted a post of the Syrian Army (SAA) in east #Homs, killing at least 2 soldiers. The aggression took place near the #GhurabMountain close to the US Tanf airbase v/ @TheArabSource",USAF,493
"A racist woman told a Korean-American Air Force veteran to “go back to China” whilst making a disgustingly racist gesture from within her car. To be clear, this is what disrespecting the military looks like, not taking a knee.",USAF,494
POC: Record everything •A racist woman—who drives a Japanese car—screamed at a Korean-American Air Force vet to “go back to China” •She did so while making a disgusting racist gesture •FYI This—not protesting police brutality—is what destroys our nation,USAF,495
"Mattis Tells Air Force Graduates To ""Prepare For War"" ",USAF,496
"The woman also told James Ahn, a Korean-American member of the Air Force Reserve, ""This is my country, this is not a Chinese. Oh my god, Chinese ugly.” ",USAF,497
Shockingly racist road rage attack on Korean-American Air Force veteran by female driver who calls him 'a 'f****** ugly Chinese' ,USAF,498
What’s next? @USAirForce @AFSpace – I’m leaving @NASA and heading back to the blue.  I’m so proud to be joining a world class team of Airmen that give everything they have to keep the ultimate high ground safe.  Go Air Force! ,USAF,499
We are excited to have you back! Thanks for coming home to the Air Force and being on the Air Force Space Command team. ,USAF,500
During a Defense Appropriations hearing on the Air Force budget I asked Secretary Wilson on how Air Force plans to address housing for additional USAF members & families associated w/ F-35 beddown at Eielson AFB. ,USAF,501
"#USAF, @USArmy integrate for modern warfare training at #RedFlagAlaska. ",USAF,502
I am proud my son is an officer in the USAF. I am however disappointed in this public statement from the USAF. We aren't the ones that celebrate killing. The other guys do that. We do it because it is necessary. We are better than this. ,USAF,503
"The US created the Taliban to fight the Soviet Union in the 80s, murdered thousands and displaced millions of Afghan civilians in the “War on Terror”, and now thinks it’s cute and relatable for USAF to tweet buzzfeed shit during 17th year of this failed war. ",USAF,504
"What's even funnier is that the USAF A-10s didn't actually fire on the Taliban, but only conducted ""show of force"" missions. ",USAF,505
Most creative effort I’ve seen yet from USAF to undermine public support for the A-10 ,USAF,506
"USAF Wants Additional $7B To Keep J-Stars Recap Alive, my story ",USAF,507
"Video shows how last night, #USAF's MQ-9 Reaper UCAVs used Hellfire missiles to hunt & eliminate 28 terrorists of #Taliban while were advancing toward #Farah in #Afghanistan. #Iran Army Aviation's AH-1J Cobra attack helicopters are now patrolling over the border to hunt the rest.",USAF,508
"Watch how last night, #USAF's MQ-9s flying from #Kandahar hunted #Taliban terrorists at #Farah province, #Afghanistan. More than seven AGM-114 Hellfire air to ground missiles were launched at the terrorists killing 28 of them.",USAF,509
The #USAF wasn't tweeting or joking about killing people. They were tweeting about killing terrorists. Why do you liberals always want to side with those that want you dead rather than those that fight for you? #AirForce #BRRRT,USAF,510
"This is the USAF, They made fun of terrorists. They apologized after a backlash. Don't be the USAF ",USAF,511
"Presenting Public Chapter 33 naming Memphis Belle official TN airplane to Lt. Gen. Jack Hudson, USAF Retired, Director, National Museum of the United States Air Force @AFMuseum @TNSenate. The Belle is in background.",USAF,512
"Today, @USAF_ACC is announcing the @366FW will experiment with an alternative wing structure starting this summer & will be evaluated over the next 2 years. This new structure allows Sq/CC’s to focus on readiness & creates new staff org. Read more here:",USAF,513
".@GenDaveGoldfein: The #USAF is investing in hypersonic technology, working in partnership w/the @USArmy & @USNavy, to look for smart commonalities that bring the best technology to bear & save on costs.",USAF,514
"The USAF's twitter account does the right thing, after having done the wrong thing.",USAF,515
Excited that my @patheory paper from two years ago is in print in time for this USAF’s conference. ,USAF,516
Distinguished Flying Crosses awarded to 23 AC-130 Air Force crew members #USAF #Military #Veterans,USAF,517
"#USAF to switch to #Army camo, ditch tiger stripes beginning in October",USAF,518
"There's nothing the USMC does that the Army, Navy, and USAF couldn't do better and cheaper except fight, drink beer, and fuck your girlfriend. ",USAF,519
"The crimes being committed by Israel, against Palestine, aided and abetted by the USA are the same crimes that were committed by Germany against their neighbors in 1939. As a veteran of the USAF and a German immigrant I am ashamed for the actions of my country and her crimes.",USAF,520
"I salute you, SSgt John Thomas Self, USAF. God bless this hero that gave his life for Freedom, out of love for his country. ????????????????????????????????",USAF,521
"It's official! The @usairforce is transitioning to OCPs. Starting Oct 1, 2018 #Airmen who have serviceable OCPs may wear them. The USAF will fully transition by April 1, 2021. Read more about this change here: ",USAF,522
"NOT ONE USAF fire truck, or even ANY fire truck has a letter Q in front of the number. How many more proofs you need?",USAF,523
#BreakingNews The #USAF is transitioning to a new uniform starting Oct 1 of this year. ,USAF,524
"#WATCH this morning's #ICBM test #launch. #TeamVandenberg launched an unarmed #Minuteman III intercontinental ballistic missile, sending a mock warhead on a ballistic trajectory to the central Pacific. #Vandenberg #VandenbergAFB #MMIII #AFGSC #USAF #Missile #Military",USAF,525
New details emerge on KC-46 program as USAF says Boeing has yet to fix significant design flaws ,USAF,526
